person_daniel_mann,coworker ,person_lillian_roth,1.0
person_jay_brazeau,coworker ,person_angus_fraser,1.0
person_john_lasseter,coworker ,person_tim_allen,1.0
person_polly_james,coworker ,person_robert_thoeren,1.0
person_claudie_blakley,coworker ,person_jeff_pope,1.0
person_davy_jones,coworker ,person_michael_nesmith,1.0
person_eric_bernt,coworker ,person_mitchell_kapner,1.0
person_françois_truffaut,coworker ,person_cornell_woolrich,1.0
person_frederick_marx,coworker ,person_william_gates,1.0
person_phil_savath,coworker ,person_david_cruise,1.0
person_tim_conway,coworker ,person_gerald_gardner,1.0
person_brandon_camp,coworker ,person_mike_thompson,1.0
person_erika_pluhar,coworker ,person_arthur_brauss,1.0
person_kevin_tyell,coworker ,person_andrew_currie,1.0
person_st._clair_mckelway,coworker ,person_douglas_sirk,1.0
person_victor_slezak,coworker ,person_annie_corley,1.0
person_akira_kurosawa,coworker ,person_ishirô_honda,1.0
person_anupam_kher,coworker ,person_salman_rushdie,1.0
person_barbara_gowdy,coworker ,person_natasha_morley,1.0
person_gene_wilder,coworker ,person_norman_steinberg,1.0
person_isabella_rossellini,coworker ,person_sean_young,1.0
person_jean-louis_richard,coworker ,person_charles_denner,1.0
person_marlon_brando,coworker ,person_elizabeth_taylor,1.0
person_richard_lagravenese,coworker ,person_annie_corley,1.0
person_tsutomu_takahashi,coworker ,person_ryûhei_kitamura,1.0
person_alexia_landeau,coworker ,person_brad_silberling,1.0
person_cary_grant,coworker ,person_lloyd_nolan,1.0
person_dwight_taylor,coworker ,person_j.p._mcevoy,1.0
person_frédéric_fonteyne,coworker ,person_madeleine_bourdouxhe,1.0
person_george_lucas,coworker ,person_mary_stuart_masterson,1.0
person_harris_yulin,coworker ,person_lauren_ambrose,1.0
person_joseph_h._lewis,coworker ,person_arthur_mayse,1.0
person_max_adrian,coworker ,person_ken_russell,1.0
person_peter_tork,coworker ,person_jack_nicholson,1.0
person_philip_halprin,coworker ,person_tommy_swerdlow,1.0
person_richard_crenna,coworker ,person_julie_cox,1.0
person_carson_mccullers,coworker ,person_marlon_brando,1.0
person_charlton_ogburn_jr.,coworker ,person_peter_brown,1.0
person_jonathan_chan-pensley,coworker ,person_rain,1.0
person_joseph_castelo,coworker ,person_tom_glynn,1.0
person_robert_nelson_jacobs,coworker ,person_cate_blanchett,1.0
person_tay_garnett,coworker ,person_louis_bromfield,1.0
person_adrian_bower,coworker ,person_claudie_blakley,1.0
person_doug_wright,coworker ,person_keith_cooke,1.0
person_elisabeth_shue,coworker ,person_jonathan_hensleigh,1.0
person_hans_christian_andersen,coworker ,person_chris_hubbell,1.0
person_james_craig,coworker ,person_ronald_colman,1.0
person_jodi_benson,coworker ,person_hans_christian_andersen,1.0
person_nicolas_cowan,coworker ,person_john_karlen,1.0
person_saoirse_ronan,coworker ,person_seth_lochhead,1.0
person_valeria_bruni_tedeschi,coworker ,person_francesco_bruni,1.0
person_yûzô_kayama,coworker ,person_ryûzô_kikushima,1.0
person_adrian_shergold,coworker ,person_michael_sheen,1.0
person_arthur_brauss,coworker ,person_erika_pluhar,1.0
person_bill_larkin,coworker ,person_bob_hope,1.0
person_daniel_auteuil,coworker ,person_kad_merad,1.0
person_joe_wiesenfeld,coworker ,person_richard_crenna,1.0
person_laura_linney,coworker ,person_richard_nelson,1.0
person_lloyd_nolan,coworker ,person_cary_grant,1.0
person_ernie_reyes_sr.,coworker ,person_dan_gordon,1.0
person_jessica_st._clair,coworker ,person_julia_louis-dreyfus,1.0
person_mark_heyman,coworker ,person_natalie_portman,1.0
person_peter_lorre,coworker ,person_thomas_beck,1.0
person_gerald_gardner,coworker ,person_jan-michael_vincent,1.0
person_philip_halprin,coworker ,person_sisqó,1.0
person_bob_hope,coworker ,person_edie_adams,1.0
person_carson_mccullers,coworker ,person_john_huston,1.0
person_chris_palermo,coworker ,person_aimee_graham,1.0
person_george_wendt,coworker ,person_kay_lenz,1.0
person_jules_verne,coworker ,person_michael_anderson,1.0
person_karl_kamb,coworker ,person_roy_del_ruth,1.0
person_phil_savath,coworker ,person_don_truckey,1.0
person_ryûhei_kitamura,coworker ,person_ryô,1.0
person_adam_beach,coworker ,person_clint_eastwood,1.0
person_frank_peretti,coworker ,person_mel_harris,1.0
person_gordon_macrae,coworker ,person_virginia_mayo,1.0
person_lila_kedrova,coworker ,person_irene_papas,1.0
person_louis_bromfield,coworker ,person_robert_thoeren,1.0
person_scout_taylor-compton,coworker ,person_rob_zombie,1.0
person_arye_gross,coworker ,person_eric_schweig,1.0
person_eric_bana,coworker ,person_mark_brandon_read,1.0
person_francia_raisa,coworker ,person_louise_griffiths,1.0
person_hale_appleman,coworker ,person_josh_pais,1.0
person_richard_crenna,coworker ,person_paul_gross,1.0
person_roger_michell,coworker ,person_richard_nelson,1.0
person_yûzô_kayama,coworker ,person_masato_ide,1.0
person_aris_servetalis,coworker ,person_johnny_vekris,1.0
person_emma_gates,coworker ,person_frederick_marx,1.0
person_karen_morley,coworker ,person_madge_evans,1.0
person_michel_chanderli,coworker ,person_barbet_schroeder,1.0
person_roula_said,coworker ,person_setta_keshishian,1.0
person_caitlyn_rund,coworker ,person_will_fetters,1.0
person_claire_danes,coworker ,person_danny_devito,1.0
person_dylan_mcdermott,coworker ,person_chitra_banerjee_divakaruni,1.0
person_george_wendt,coworker ,person_richard_moll,1.0
person_gerold_frank,coworker ,person_susan_hayward,1.0
person_mykelti_williamson,coworker ,person_emy_aneke,1.0
person_william_gates,coworker ,person_arthur_agee,1.0
person_arye_gross,coworker ,person_louise_fletcher,1.0
person_benjamin_salisbury,coworker ,person_thom_eberhardt,1.0
person_frank_peretti,coworker ,person_kathy_mackel,1.0
person_hilary_brougher,coworker ,person_graham_phillips,1.0
person_mika_mäkelä,coworker ,person_väinö_linna,1.0
person_paul_gross,coworker ,person_ben_cross,1.0
person_ralph_bellamy,coworker ,person_lon_chaney_jr.,1.0
person_risto_tuorila,coworker ,person_paavo_liski,1.0
person_eric_p._sherman,coworker ,person_ryûhei_kitamura,1.0
person_david_frankel,coworker ,person_leonard_nimoy,1.0
person_leighton_meester,coworker ,person_david_keith,1.0
person_valeriy_nikolaev,coworker ,person_val_kilmer,1.0
person_eric_schweig,coworker ,person_tim_dekay,1.0
person_george_lucas,coworker ,person_george_burns,1.0
person_laura_linney,coworker ,person_bill_murray,1.0
person_roberts_blossom,coworker ,person_candy_clark,1.0
person_ryûzô_kikushima,coworker ,person_kamatari_fujiwara,1.0
person_stephen_king,coworker ,person_tim_robbins,1.0
person_toshiaki_karasawa,coworker ,person_kyôka_suzuki,1.0
person_aris_servetalis,coworker ,person_stavros_psyllakis,1.0
person_ash_brannon,coworker ,person_joan_cusack,1.0
person_daniel_taradash,coworker ,person_sarah_y._mason,1.0
person_kurt_russell,coworker ,person_mary_kay_place,1.0
person_jobeth_williams,coworker ,person_john_cullum,1.0
person_katrina_kaif,coworker ,person_sayeed_qadri,1.0
person_kiefer_sutherland,coworker ,person_michael_douglas,1.0
person_nate_monaster,coworker ,person_bob_hope,1.0
person_nate_monaster,coworker ,person_edie_adams,1.0
person_rain,coworker ,person_ill-young_kim,1.0
person_tay_garnett,coworker ,person_edward_arnold,1.0
person_virginia_mayo,coworker ,person_karl_kamb,1.0
person_agnes_moorehead,coworker ,person_louis_bromfield,1.0
